filename,arm_name,intervention_type,screening_window,1_month,3_months,6_months,9_months,12_months,core_treatment_screening_window,core_treatment_1_month,core_treatment_3_months,core_treatment_6_months,core_treatment_9_months,core_treatment_12_months,imaging_diagnostics_screening_window,imaging_diagnostics_1_month,imaging_diagnostics_3_months,imaging_diagnostics_6_months,imaging_diagnostics_9_months,imaging_diagnostics_12_months,labs_screening_window,labs_1_month,labs_3_months,labs_6_months,labs_9_months,labs_12_months,clinic_visits_screening_window,clinic_visits_1_month,clinic_visits_3_months,clinic_visits_6_months,clinic_visits_9_months,clinic_visits_12_months,cycle_length_days,treatment_duration_rule,visit_pattern,assumptions
27569442,MAPIE (Poor Responders),intervention,2,4,8,16,20,20,0,4,8,16,20,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,40 weeks total,"Screening, Baseline, MAP cycles (C1D1, C1D8, C2D1, C2D8, Surgery) + MAPIE cycles with additional treatment days through Week 40","Screening and baseline assessments occur over 2 separate days; MAP cycles are 3 weeks duration, MAPIE cycles may vary; MAPIE treatment continues for total 40 weeks as stated; Surgical resection at Week 11 counts as 1 healthcare contact day; MAPIE regimen involves more intensive scheduling with additional treatment days; Standard imaging and lab monitoring assumed at baseline"
31821109,Chemotherapy alone (TC regimen),control,2,2,6,12,18,20,0,2,6,6,6,6,0,0,0,1,1,1,1,0,0,1,7,9,1,0,0,4,4,4,21,6 cycles (approximately 18 weeks),"Screening (2 visits), C1D1, C2D1, C3D1, C4D1, C5D1, C6D1, then quarterly follow-up visits","TC regimen: 6 cycles of docetaxel + cyclophosphamide every 3 weeks; Cycle length = 21 days based on 'every 3 weeks' terminology; Treatment visits occur on Day 1 of each cycle; Imaging assumed at baseline, 6, 12 months per standard adjuvant breast cancer follow-up; Lab monitoring assumed at baseline, 6, 12 months plus additional monitoring during active treatment; Clinic visits assumed quarterly during follow-up period after chemotherapy completion"
31821109,Chemotherapy alone (AC→WP regimen),control,2,9,21,25,29,33,0,9,21,16,12,12,0,0,0,1,1,1,1,0,0,4,12,16,1,0,0,4,4,4,21,4 cycles AC + 12 weeks paclitaxel (approximately 24 weeks),"Screening (2 visits), AC cycles: C1D1, C2D1, C3D1, C4D1, then 12 weekly paclitaxel visits, then quarterly follow-up","AC→WP regimen: 4 cycles AC (every 2-3 weeks) + 12 weekly paclitaxel doses; Used conservative 3-week cycle for AC based on protocol flexibility; Weekly paclitaxel = 12 consecutive weekly visits; Imaging at baseline, 6, 12 months per standard follow-up; More frequent lab monitoring during intensive weekly chemotherapy phase; Quarterly clinic visits during follow-up period"
31821109,Chemotherapy plus trastuzumab (TC + H regimen),intervention,2,2,6,13,20,27,0,2,6,13,20,27,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,21,Chemotherapy: 6 cycles; Trastuzumab: 1 year total,"Screening (2 visits), then every-3-week visits for chemotherapy and trastuzumab through 1 year",TC + H: 6 cycles chemo every 3 weeks + trastuzumab continues every 3 weeks for 1 year total; Trastuzumab given concurrently with chemo and continues post-chemo; 17 total trastuzumab doses (1 year = 52 weeks ÷ 3 = ~17 cycles); Imaging/labs/clinic visits consolidated with treatment visits when possible; All contact days during treatment period are core_treatment due to drug administration
31821109,Chemotherapy plus trastuzumab (AC→WP + H regimen),intervention,2,9,21,29,37,45,0,9,21,29,37,45,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,21,Chemotherapy: 4 cycles AC + 12 weeks paclitaxel; Trastuzumab: 1 year total,"Screening (2 visits), AC cycles, 12 weekly visits (paclitaxel + trastuzumab), then Q3W trastuzumab through 1 year","AC→WP + H: 4 cycles AC + 12 weekly paclitaxel with weekly trastuzumab, then Q3W trastuzumab to complete 1 year; Weekly trastuzumab during paclitaxel phase, then Q3W for remainder of year; Total trastuzumab: 12 weekly + ~13 Q3W doses = ~25 total doses; All monitoring consolidated with treatment visits; Higher contact burden due to weekly schedule during paclitaxel phase"
34087126,Daratumumab plus pomalidomide and dexamethasone (DaraPomDex),intervention,2,5,13,25,37,49,0,4,12,24,36,48,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,28,until progression,"Screening, Randomization (C1D1), C1D8, C1D15, C1D22, C2D1, C2D8, C2D15, C2D22, C3D1, C3D15, C4D1, C4D15, C5D1, C5D15, C6D1, C6D15, then every 4 weeks (C7D1, C8D1, etc.)","Screening and randomization are separate in-person visits; Daratumumab administration schedule: weekly for 8 weeks (Cycles 1-2), then every 2 weeks for 16 weeks (Cycles 3-6), then every 4 weeks thereafter; Pomalidomide is oral self-administered at home (not counted as contact day); Dexamethasone is oral self-administered at home (not counted as contact day); Treatment continues until progression, assumed through 12 months for calculation; No mandatory mid-cycle in-person assessments beyond drug administration; All daratumumab infusions require in-person healthcare contact"
34087126,Pomalidomide and dexamethasone (PomDex),control,2,1,3,6,9,12,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,6,9,12,0,0,0,0,0,0,28,until progression,"Screening, Randomization (C1D1), C2D1, C3D1, C4D1, C5D1, C6D1, C7D1, C8D1, C9D1, C10D1, C11D1, C12D1, C13D1","Screening and randomization are separate in-person visits; Pomalidomide is oral self-administered at home (not counted as contact day); Dexamethasone is oral self-administered at home (not counted as contact day); Treatment continues until progression, assumed through 12 months for calculation; Only cycle Day 1 visits require in-person attendance for lab monitoring; No mandatory mid-cycle in-person assessments; No drug administration requiring in-person contact"
34110925,Reduced-dose craniospinal radiation (18 Gy) + Smaller volume boost,intervention,2,9,17,29,41,53,0,7,13,23,33,43,1,1,2,3,4,5,1,1,2,3,4,5,0,0,0,0,0,0,28,fixed 9 cycles of maintenance chemotherapy,"Screening, Randomization, Radiation Phase (30 days over 6 weeks), 4-week rest, Maintenance Cycles 1-9 (alternating 6-week/4-week cycles)","Screening and randomization are separate in-person visits; Radiation therapy occurs daily Monday-Friday (5 days/week) for 6 weeks; Weekly vincristine during radiation (6 doses) given on radiation days; Maintenance chemotherapy cycles alternate 6-week and 4-week regimens for 9 cycles total; Each maintenance cycle includes at least 1 in-person visit for chemotherapy administration; Imaging and lab assessments occur at key timepoints (baseline, post-radiation, during maintenance); All participants receive same treatment structure regardless of randomization arm"
34110925,Reduced-dose craniospinal radiation (18 Gy) + Standard volume boost,intervention,2,9,17,29,41,53,0,7,13,23,33,43,1,1,2,3,4,5,1,1,2,3,4,5,0,0,0,0,0,0,28,fixed 9 cycles of maintenance chemotherapy,"Screening, Randomization, Radiation Phase (30 days over 6 weeks), 4-week rest, Maintenance Cycles 1-9 (alternating 6-week/4-week cycles)","Screening and randomization are separate in-person visits; Radiation therapy occurs daily Monday-Friday (5 days/week) for 6 weeks; Weekly vincristine during radiation (6 doses) given on radiation days; Maintenance chemotherapy cycles alternate 6-week and 4-week regimens for 9 cycles total; Each maintenance cycle includes at least 1 in-person visit for chemotherapy administration; Imaging and lab assessments occur at key timepoints (baseline, post-radiation, during maintenance); Boost volume randomization does not affect number of contact days"
34110925,Standard-dose craniospinal radiation (23.4 Gy) + Smaller volume boost,control,2,9,17,29,41,53,0,7,13,23,33,43,1,1,2,3,4,5,1,1,2,3,4,5,0,0,0,0,0,0,28,fixed 9 cycles of maintenance chemotherapy,"Screening, Randomization, Radiation Phase (30 days over 6 weeks), 4-week rest, Maintenance Cycles 1-9 (alternating 6-week/4-week cycles)","Screening and randomization are separate in-person visits; Radiation therapy occurs daily Monday-Friday (5 days/week) for 6 weeks; Weekly vincristine during radiation (6 doses) given on radiation days; Maintenance chemotherapy cycles alternate 6-week and 4-week regimens for 9 cycles total; Each maintenance cycle includes at least 1 in-person visit for chemotherapy administration; Imaging and lab assessments occur at key timepoints (baseline, post-radiation, during maintenance); Craniospinal radiation dose randomization does not affect number of contact days"
34110925,Standard-dose craniospinal radiation (23.4 Gy) + Standard volume boost,control,2,9,17,29,41,53,0,7,13,23,33,43,1,1,2,3,4,5,1,1,2,3,4,5,0,0,0,0,0,0,28,fixed 9 cycles of maintenance chemotherapy,"Screening, Randomization, Radiation Phase (30 days over 6 weeks), 4-week rest, Maintenance Cycles 1-9 (alternating 6-week/4-week cycles)","Screening and randomization are separate in-person visits; Radiation therapy occurs daily Monday-Friday (5 days/week) for 6 weeks; Weekly vincristine during radiation (6 doses) given on radiation days; Maintenance chemotherapy cycles alternate 6-week and 4-week regimens for 9 cycles total; Each maintenance cycle includes at least 1 in-person visit for chemotherapy administration; Imaging and lab assessments occur at key timepoints (baseline, post-radiation, during maintenance); Both randomizations do not affect number of contact days"
34874182,Arm A: Palbociclib + Standard Adjuvant Endocrine Therapy,intervention,2,2,4,8,12,16,0,1,2,4,6,8,0,0,1,2,3,4,1,1,1,2,3,4,1,0,0,0,0,0,28,2 years palbociclib + at least 5 years endocrine therapy,"Screening, Baseline, C1D1, C1D14-21, C2D1, C2D14-21, ... continuing through C13D1, C13D14-21 (for 12 months)","Standard Schedule of Events assumed with screening visit, baseline visit, then Day 1 of each 28-day cycle; Palbociclib administered as 21 days on/7 days off per cycle; Mid-cycle visits assumed for safety monitoring on Day 14-21 of each cycle; Imaging (CT/MRI) performed every 3 months (12 weeks); Lab monitoring performed monthly for first 3 months, then every 3 months; Endocrine therapy continues beyond palbociclib completion but requires fewer visits"
34874182,Arm B: Standard Adjuvant Endocrine Therapy Alone,control,2,1,2,3,4,5,0,0,0,0,0,0,0,0,1,1,2,2,1,1,1,2,2,3,1,0,0,0,0,0,0,at least 5 years endocrine therapy,"Screening, Baseline, Month 3, Month 6, Month 9, Month 12",Standard endocrine therapy follow-up schedule with less frequent monitoring; Imaging performed every 6 months instead of every 3 months; Lab monitoring quarterly after initial baseline; No drug-specific safety monitoring visits required; Primarily follow-up and monitoring visits rather than active treatment visits
35660812,Arm A (RVD only),,3,5,12,22,32,42,0,3,8,14,20,26,1,1,2,4,6,8,2,1,2,4,6,8,0,0,0,0,0,0,21,until progression,"Initial RVD cycles (21-day), PBSC collection, additional RVD cycles, then monthly maintenance",Cycle length is 21 days based on 'RVD q 21 days' specification; PBSC collection involves 2-3 in-person visits (counted as 3 days); Maintenance lenalidomide requires monthly in-person visits for assessment and prescription; Standard monitoring visits include labs and imaging at key timepoints; Treatment continues until progression per protocol
35660812,Arm B (RVD + auto SCT),,3,8,18,28,38,48,0,6,12,18,24,30,1,1,3,5,7,9,2,1,3,5,7,9,0,0,0,0,0,0,21,until progression,"Initial RVD, PBSC collection, transplant hospitalization, additional RVD, then monthly maintenance",Cycle length is 21 days for RVD treatment phases; Transplant procedure involves intensive hospitalization period (7-10 days counted); Melphalan infusion over 2 days requires separate contact days; PBSC collection and reinfusion require multiple in-person visits; Additional monitoring required post-transplant increases contact frequency; Maintenance continues monthly until progression
35704479,Treatment Arm,intervention,2,1,1,2,3,4,0,1,1,1,2,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,180,until progression or study completion,"Screening (2 visits), Baseline Treatment (Day 0), 6-month follow-up, 12-month follow-up with potential additional treatment sessions",Screening requires 2 visits: one for initial screening/consent and one for biopsy-proven HSIL confirmation; Treatment occurs at baseline (Day 0) and may require additional sessions; Follow-up occurs every 6 months with HRA and potential re-treatment; Conservative estimate: 1 treatment session per 6-month period with additional visits for assessment; Assumed treatment modalities may require multiple sessions but used conservative single-session estimates
35704479,Active Monitoring Arm,control,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,2,180,monitoring only until study completion,"Screening (2 visits), 6-month follow-up, 12-month follow-up",Screening requires 2 visits: one for initial screening/consent and one for biopsy-proven HSIL confirmation; Active monitoring involves HRA and assessment every 6 months; No treatment interventions occur in this arm; 12-month visit includes comprehensive assessment similar to screening
35728048,Azacitidine,control,2,8,24,48,72,96,0,7,21,42,63,84,0,0,1,2,3,4,1,1,2,4,6,8,1,0,0,0,0,0,28,until progression,"Screening, Randomization, C1D1-5, C1D8, C1D9, C2D1-5, C2D8, C2D9, ... CkD1-5, CkD8, CkD9 + q3mo bone marrow assessments","Screening and Randomization are separate in-person visits; Azacitidine administration on Days 1-5, 8, 9 = 7 treatment days per cycle; Bone marrow assessments every 3 months (Days 90, 180, 270, 365); Treatment continues until progression through Day 365; Cycle 1 includes 7 treatment days, subsequent cycles same pattern; No mid-cycle assessments requiring additional visits"
35728048,Pevonedistat Plus Azacitidine,intervention,2,8,24,48,72,96,0,7,21,42,63,84,0,0,1,2,3,4,1,1,2,4,6,8,1,0,0,0,0,0,28,until progression,"Screening, Randomization, C1D1-5, C1D8, C1D9, C2D1-5, C2D8, C2D9, ... CkD1-5, CkD8, CkD9 + q3mo bone marrow assessments","Screening and Randomization are separate in-person visits; Pevonedistat on Days 1,3,5 and Azacitidine on Days 1-5,8,9 = 7 treatment days per cycle (drugs given same days when overlapping); Bone marrow assessments every 3 months (Days 90, 180, 270, 365); Treatment continues until progression through Day 365; Cycle 1 includes 7 treatment days, subsequent cycles same pattern; No mid-cycle assessments requiring additional visits"
35759733,REGIMEN I: CT-2103 135mg/m² q 28-days x 12,intervention,1,1,3,6,9,12,0,1,3,6,9,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,12 cycles (fixed duration),"Screening (Day -28 to -1), then C1D1, C2D1, C3D1...C12D1","Screening visit includes required laboratory testing (CA-125, etc.) counted as 1 contact day; Each monthly cycle involves one in-person infusion visit (10-20 minute infusion); No mid-cycle visits specified - only Day 1 of each 28-day cycle; Treatment duration fixed at 12 cycles regardless of progression status; No additional imaging or diagnostic visits specified beyond screening"
35759733,REGIMEN II: Paclitaxel 135mg/m² q 28-days x 12,intervention,1,1,3,6,9,12,0,1,3,6,9,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,12 cycles (fixed duration),"Screening (Day -28 to -1), then C1D1, C2D1, C3D1...C12D1","Screening visit includes required laboratory testing (CA-125, etc.) counted as 1 contact day; Each monthly cycle involves one in-person infusion visit (3-hour infusion); No mid-cycle visits specified - only Day 1 of each 28-day cycle; Treatment duration fixed at 12 cycles regardless of progression status; No additional imaging or diagnostic visits specified beyond screening"
35759733,REGIMEN III: No further treatment until evidence of disease progression,control,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,no treatment until progression,Screening (Day -28 to -1) only,"Screening visit includes required laboratory testing (CA-125, etc.) counted as 1 contact day; No active treatment visits - only monitoring for disease progression; No scheduled follow-up visits specified in the provided protocol pages; Patients followed until progression but no routine contact days specified"
35763704,Atezolizumab + ddAC-PacHP,intervention,2,5,13,26,39,52,0,4,12,24,36,48,1,1,1,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,14,fixed 22 cycles (52 weeks),"Screening, Randomization, C1D1, C2D1, C3D1, C4D1, C5D1, C6D1, C7D1, C8D1, C9D1, C10D1, C11D1, C12D1, C13D1, C14D1, C15D1, C16D1, C17D1, C18D1, C19D1, C20D1, C21D1, C22D1 plus imaging assessments","Screening and Randomization are separate in-person visits (Day -28 and Day -1); Cycle 1-4: Q2W dosing (every 14 days) with in-person visits on Day 1 of each cycle; Cycle 5-8: Q3W dosing (every 21 days) with in-person visits on Day 1 of each cycle; Cycle 9-22: Q3W dosing (every 21 days) with in-person visits on Day 1 of each cycle; Imaging assessments assumed at screening, end of neoadjuvant phase (Cycle 8), surgery, and quarterly during adjuvant phase; Baseline labs assumed during screening visit; All treatment administration requires in-person healthcare contact"
35763704,Placebo + ddAC-PacHP,control,2,5,13,26,39,52,0,4,12,24,36,48,1,1,1,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,14,fixed 22 cycles (52 weeks),"Screening, Randomization, C1D1, C2D1, C3D1, C4D1, C5D1, C6D1, C7D1, C8D1, C9D1, C10D1, C11D1, C12D1, C13D1, C14D1, C15D1, C16D1, C17D1, C18D1, C19D1, C20D1, C21D1, C22D1 plus imaging assessments","Screening and Randomization are separate in-person visits (Day -28 and Day -1); Cycle 1-4: Q2W dosing (every 14 days) with in-person visits on Day 1 of each cycle; Cycle 5-8: Q3W dosing (every 21 days) with in-person visits on Day 1 of each cycle; Cycle 9-22: Q3W dosing (every 21 days) with in-person visits on Day 1 of each cycle; Imaging assessments assumed at screening, end of neoadjuvant phase (Cycle 8), surgery, and quarterly during adjuvant phase; Baseline labs assumed during screening visit; All treatment administration requires in-person healthcare contact; Placebo administration follows same schedule as atezolizumab"
35922251,Cemiplimab (REGN2810),,2,3,6,12,18,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35922251,Investigator's Choice Chemotherapy,,2,4,8,16,24,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35947817,DCC-2618,intervention,2,2,6,12,18,24,0,1,3,6,9,12,1,1,3,6,9,12,1,0,0,0,0,0,0,0,0,0,0,0,42,until progression (up to 2 years),"Screening (2 visits), C1D1, C2D1, C3D1, C4D1, C5D1, C6D1, C7D1, C8D1, C9D1 with imaging every 2 cycles",6-week cycle length (42 days) based on protocol description; Continuous daily dosing for DCC-2618 means no additional in-person visits beyond cycle starts; Baseline imaging required within 21 days prior to first dose (counted in screening window); Standard oncology monitoring schedule assumed: imaging every 2 cycles (every 12 weeks); Screening includes at least 2 visits: initial screening and baseline assessments
35947817,Sunitinib,control,2,2,6,12,18,24,0,1,3,6,9,12,1,1,3,6,9,12,1,0,0,0,0,0,0,0,0,0,0,0,42,until progression (up to 2 years),"Screening (2 visits), C1D1, C2D1, C3D1, C4D1, C5D1, C6D1, C7D1, C8D1, C9D1 with imaging every 2 cycles","6-week cycle length (42 days) with 4 weeks on, 2 weeks off schedule; Cycle start visits only for treatment administration and monitoring; Baseline imaging required within 21 days prior to first dose (counted in screening window); Standard oncology monitoring schedule assumed: imaging every 2 cycles (every 12 weeks); Screening includes at least 2 visits: initial screening and baseline assessments; No additional in-person visits during treatment weeks beyond cycle starts"
36099926,atezolizumab,intervention,2,2,4,8,12,16,0,1,3,6,9,12,1,0,0,1,1,2,0,0,0,0,1,1,1,1,1,1,1,1,21,"16 cycles or 1 year, whichever occurs first","Screening, Baseline, then q3w treatment visits (C1D1, C2D1...C16D1) with imaging every 3 months",Screening and baseline visits are separate in-person days; Treatment visits occur every 3 weeks (21 days) for up to 16 cycles or 1 year; Imaging occurs every 3 months for first 3 years - counted within time windows; Standard monitoring visits assumed for safety assessments; Treatment continues through Day 365 for contact day calculation
36099926,placebo,control,2,2,4,8,12,16,0,1,3,6,9,12,1,0,0,1,1,2,0,0,0,0,1,1,1,1,1,1,1,1,21,"16 cycles or 1 year, whichever occurs first","Screening, Baseline, then q3w treatment visits (C1D1, C2D1...C16D1) with imaging every 3 months",Placebo administration follows same schedule as active treatment; Screening and baseline visits are separate in-person days; Treatment visits occur every 3 weeks (21 days) for up to 16 cycles or 1 year; Imaging occurs every 3 months for first 3 years - counted within time windows; Standard monitoring visits assumed for safety assessments; Treatment continues through Day 365 for contact day calculation
30516102,Trastuzumab emtansine,intervention,2,3,7,13,19,25,0,2,5,9,13,17,1,1,1,2,3,4,1,0,1,2,3,4,0,0,0,0,0,0,21,14 cycles (fixed duration),"Screening, Randomization, then C1D1, C2D1, C3D1, C4D1, C5D1, C6D1, C7D1, C8D1, C9D1, C10D1, C11D1, C12D1, C13D1, C14D1",Standard q3w (21-day cycle) schedule with treatment on Day 1 of each cycle; 14 cycles total as specified in protocol; Screening includes at least 2 in-person visits (screening assessments + randomization); Standard oncology monitoring includes baseline imaging and periodic imaging assessments; Treatment continues through Day 273 (Cycle 13 Day 1) with final treatment on Day 273
30516102,Trastuzumab,control,2,3,7,13,19,25,0,2,5,9,13,17,1,1,1,2,3,4,1,0,1,2,3,4,0,0,0,0,0,0,21,14 cycles (fixed duration),"Screening, Randomization, then C1D1, C2D1, C3D1, C4D1, C5D1, C6D1, C7D1, C8D1, C9D1, C10D1, C11D1, C12D1, C13D1, C14D1",Standard q3w (21-day cycle) schedule with treatment on Day 1 of each cycle; 14 cycles total as specified in protocol; Screening includes at least 2 in-person visits (screening assessments + randomization); Standard oncology monitoring includes baseline imaging and periodic imaging assessments; Treatment continues through Day 273 (Cycle 13 Day 1) with final treatment on Day 273; Both arms have identical visit schedules per protocol description
31327689,Arm A,intervention,2,5,15,30,45,60,0,5,15,30,45,60,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,28,until progression,"Screening, Randomization, then weekly visits on days 1, 8, 15, 22 of each 28-day cycle + Q3W pembrolizumab visits aligned with cycle day 1 visits","Screening phase includes 2 in-person visits (screening and randomization) based on standard trial design; Pembrolizumab Q3W visits occur on C1D1, C2D1, C3D1, etc. (every 21 days from Day 0); Lenalidomide/dexamethasone weekly visits occur on days 1, 8, 15, 22 of each 28-day cycle; Treatment continues until progression (assumed beyond 12 months for calculation); Weekly dexamethasone visits (days 1, 8, 15, 22) are considered core_treatment days; Screening visits categorized as labs based on typical screening procedures"
31327689,Arm B,control,2,4,12,24,36,48,0,4,12,24,36,48,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,28,until progression,"Screening, Randomization, then weekly visits on days 1, 8, 15, 22 of each 28-day cycle","Screening phase includes 2 in-person visits (screening and randomization) based on standard trial design; Lenalidomide/dexamethasone weekly visits occur on days 1, 8, 15, 22 of each 28-day cycle; Treatment continues until progression (assumed beyond 12 months for calculation); Weekly dexamethasone visits (days 1, 8, 15, 22) are considered core_treatment days; Screening visits categorized as labs based on typical screening procedures; No additional pembrolizumab visits in control arm"
